fen,side,wdl,dtz
B7/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
B7/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
2B5/8/8/8/8/8/8/B1K3k1 w - - 0 1,w,2,22
2B5/8/8/8/8/8/8/B1K3k1 b - - 0 1,b,-2,-25
2B5/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
2B5/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
4B3/8/8/8/8/8/8/B1K3k1 w - - 0 1,w,2,22
4B3/8/8/8/8/8/8/B1K3k1 b - - 0 1,b,-2,-27
4B3/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
4B3/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
6B1/8/8/8/8/8/8/B1K3k1 w - - 0 1,w,2,26
6B1/8/8/8/8/8/8/B1K3k1 b - - 0 1,b,-2,-27
6B1/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
6B1/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/8/1BK1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/8/1BK1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/8/8/2K1B1k1 w - - 0 1,w,0,0
8/8/8/8/8/8/8/2K1B1k1 b - - 0 1,b,0,0
8/8/8/8/8/8/1B6/1BK3k1 w - - 0 1,w,2,22
8/8/8/8/8/8/1B6/1BK3k1 b - - 0 1,b,-2,-25
8/8/8/8/8/8/1B6/2K3k1 w - - 0 1,w,0,0
8/8/8/8/8/8/1B6/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/3B4/1BK3k1 w - - 0 1,w,2,20
8/8/8/8/8/8/3B4/1BK3k1 b - - 0 1,b,-2,-23
8/8/8/8/8/8/3B4/2K3k1 w - - 0 1,w,0,0
8/8/8/8/8/8/3B4/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/5B2/1BK3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/5B2/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/7B/1BK3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/7B/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/B7/8/1BK3k1 w - - 0 1,w,2,22
8/8/8/8/8/B7/8/1BK3k1 b - - 0 1,b,-2,-27
8/8/8/8/8/B7/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/8/B7/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/2B5/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/8/8/2B5/8/1BK3k1 b - - 0 1,b,-2,-25
8/8/8/8/8/2B5/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/8/2B5/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/4B3/8/1BK3k1 b - - 0 1,b,-2,-21
8/8/8/8/8/4B3/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/6B1/8/1BK3k1 w - - 0 1,w,2,18
8/8/8/8/8/6B1/8/1BK3k1 b - - 0 1,b,-2,-27
8/8/8/8/8/6B1/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/8/6B1/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/1B6/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/8/1B6/8/8/1BK3k1 b - - 0 1,b,-2,-25
8/8/8/8/1B6/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/1B6/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/3B4/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/8/8/3B4/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/5B2/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/8/5B2/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/8/8/5B2/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/5B2/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/7B/8/8/1BK3k1 w - - 0 1,w,2,18
8/8/8/8/7B/8/8/1BK3k1 b - - 0 1,b,-2,-25
8/8/8/8/7B/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/8/7B/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/B7/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/B7/8/8/8/1BK3k1 b - - 0 1,b,-2,-25
8/8/8/B7/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/B7/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/2B5/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/8/2B5/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/4B3/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/4B3/8/8/8/1BK3k1 b - - 0 1,b,-2,-21
8/8/8/4B3/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/4B3/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/6B1/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/8/6B1/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/8/6B1/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/8/6B1/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/1B6/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/1B6/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/3B4/8/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/3B4/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-21
8/8/3B4/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/3B4/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/5B2/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
8/8/5B2/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-25
8/8/5B2/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/5B2/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/7B/8/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/8/7B/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/8/7B/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/8/7B/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/B7/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/B7/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/2B5/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,20
8/2B5/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-21
8/2B5/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/2B5/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/4B3/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
8/4B3/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-25
8/4B3/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/4B3/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/6B1/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
8/6B1/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
8/6B1/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
8/6B1/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
1B6/8/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,20
1B6/8/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-21
1B6/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
1B6/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
3B4/8/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
3B4/8/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-25
3B4/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
3B4/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
5B2/8/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
5B2/8/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-23
5B2/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
5B2/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
7B/8/8/8/8/8/8/1BK3k1 w - - 0 1,w,2,22
7B/8/8/8/8/8/8/1BK3k1 b - - 0 1,b,-2,-25
7B/8/8/8/8/8/8/2K3k1 w - - 0 1,w,0,0
7B/8/8/8/8/8/8/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/8/2KBB1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/8/2KBB1k1 b - - 0 1,b,-2,-17
8/8/8/8/8/8/1B6/2KB2k1 w - - 0 1,w,2,20
8/8/8/8/8/8/1B6/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/8/8/3B4/2KB2k1 w - - 0 1,w,2,18
8/8/8/8/8/8/3B4/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/8/8/5B2/2KB2k1 b - - 0 1,b,0,0
8/8/8/8/8/8/7B/2KB2k1 b - - 0 1,b,0,0
8/8/8/8/8/B7/8/2KB2k1 w - - 0 1,w,2,20
8/8/8/8/8/B7/8/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/8/2B5/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/8/8/2B5/8/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/8/4B3/8/2KB2k1 b - - 0 1,b,-2,-17
8/8/8/8/8/6B1/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/8/8/6B1/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/8/8/1B6/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/8/1B6/8/8/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/3B4/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/8/8/5B2/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/8/5B2/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/8/8/7B/8/8/2KB2k1 w - - 0 1,w,2,16
8/8/8/8/7B/8/8/2KB2k1 b - - 0 1,b,-2,-17
8/8/8/B7/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/B7/8/8/8/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/2B5/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/8/4B3/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/4B3/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/8/6B1/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/8/6B1/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/1B6/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/3B4/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/3B4/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/5B2/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/5B2/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/8/7B/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/8/7B/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/B7/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/2B5/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/2B5/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/4B3/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
8/4B3/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
8/6B1/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,20
8/6B1/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-21
1B6/8/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
1B6/8/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
3B4/8/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,18
3B4/8/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-19
5B2/8/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,20
5B2/8/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-21
7B/8/8/8/8/8/8/2KB2k1 w - - 0 1,w,2,20
7B/8/8/8/8/8/8/2KB2k1 b - - 0 1,b,-2,-21
8/8/8/8/8/8/8/2K1BBk1 w - - 0 1,w,2,18
8/8/8/8/8/8/8/2K1BBk1 b - - 0 1,b,0,0
8/8/8/8/8/8/8/2K1B1kB w - - 0 1,w,2,16
8/8/8/8/8/8/8/2K1B1kB b - - 0 1,b,0,0
8/8/8/8/8/8/B7/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/B7/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/8/2B5/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/2B5/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/8/4B3/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/4B3/2K1B1k1 b - - 0 1,b,-2,-17
8/8/8/8/8/8/6B1/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/8/6B1/2K1B1k1 b - - 0 1,b,0,0
8/8/8/8/8/1B6/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/1B6/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/3B4/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/3B4/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/5B2/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/8/5B2/8/2K1B1k1 b - - 0 1,b,-2,-15
8/8/8/8/8/7B/8/2K1B1k1 w - - 0 1,w,2,12
8/8/8/8/8/7B/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/8/8/B7/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/B7/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/2B5/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/2B5/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/4B3/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/8/4B3/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/8/8/6B1/8/8/2K1B1k1 w - - 0 1,w,2,14
8/8/8/8/6B1/8/8/2K1B1k1 b - - 0 1,b,-2,-15
8/8/8/1B6/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/1B6/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/3B4/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/3B4/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/8/5B2/8/8/8/2K1B1k1 w - - 0 1,w,2,14
8/8/8/5B2/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/8/7B/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/8/7B/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/B7/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/B7/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/2B5/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/2B5/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/4B3/8/8/8/8/2K1B1k1 w - - 0 1,w,2,14
8/8/4B3/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/8/6B1/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/8/6B1/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/1B6/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/1B6/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/3B4/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,14
8/3B4/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
8/5B2/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/5B2/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/7B/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
8/7B/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
B7/8/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
B7/8/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
2B5/8/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,14
2B5/8/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-17
4B3/8/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
4B3/8/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
6B1/8/8/8/8/8/8/2K1B1k1 w - - 0 1,w,2,16
6B1/8/8/8/8/8/8/2K1B1k1 b - - 0 1,b,-2,-19
8/8/8/8/8/8/1B6/2K2Bk1 w - - 0 1,w,2,20
8/8/8/8/8/8/1B6/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/8/3B4/2K2Bk1 w - - 0 1,w,2,18
8/8/8/8/8/8/3B4/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/8/5B2/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/8/7B/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/B7/8/2K2Bk1 w - - 0 1,w,2,20
8/8/8/8/8/B7/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/2B5/8/2K2Bk1 w - - 0 1,w,2,20
8/8/8/8/8/2B5/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/4B3/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/6B1/8/2K2Bk1 w - - 0 1,w,2,14
8/8/8/8/8/6B1/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/1B6/8/8/2K2Bk1 w - - 0 1,w,2,20
8/8/8/8/1B6/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/3B4/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/5B2/8/8/2K2Bk1 w - - 0 1,w,2,18
8/8/8/8/5B2/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/7B/8/8/2K2Bk1 w - - 0 1,w,2,18
8/8/8/8/7B/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/B7/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/8/8/B7/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/2B5/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/4B3/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/8/8/4B3/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/6B1/8/8/8/2K2Bk1 w - - 0 1,w,2,18
8/8/8/6B1/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/1B6/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/3B4/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/8/3B4/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/5B2/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/8/5B2/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/7B/8/8/8/8/2K2Bk1 w - - 0 1,w,2,18
8/8/7B/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/B7/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/2B5/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/2B5/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/4B3/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/4B3/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/6B1/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
8/6B1/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
1B6/8/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
1B6/8/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
3B4/8/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
3B4/8/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
5B2/8/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
5B2/8/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
7B/8/8/8/8/8/8/2K2Bk1 w - - 0 1,w,2,20
7B/8/8/8/8/8/8/2K2Bk1 b - - 0 1,b,0,0
8/8/8/8/8/8/1B6/2K3kB w - - 0 1,w,2,24
8/8/8/8/8/8/1B6/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/8/3B4/2K3kB w - - 0 1,w,2,22
8/8/8/8/8/8/3B4/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/8/5B2/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/8/7B/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/B7/8/2K3kB w - - 0 1,w,2,24
8/8/8/8/8/B7/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/2B5/8/2K3kB w - - 0 1,w,2,24
8/8/8/8/8/2B5/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/4B3/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/6B1/8/2K3kB w - - 0 1,w,2,18
8/8/8/8/8/6B1/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/1B6/8/8/2K3kB w - - 0 1,w,2,24
8/8/8/8/1B6/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/3B4/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/5B2/8/8/2K3kB w - - 0 1,w,2,22
8/8/8/8/5B2/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/7B/8/8/2K3kB w - - 0 1,w,2,16
8/8/8/8/7B/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/B7/8/8/8/2K3kB w - - 0 1,w,2,24
8/8/8/B7/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/2B5/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/4B3/8/8/8/2K3kB w - - 0 1,w,2,22
8/8/8/4B3/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/6B1/8/8/8/2K3kB w - - 0 1,w,2,20
8/8/8/6B1/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/1B6/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/3B4/8/8/8/8/2K3kB w - - 0 1,w,2,22
8/8/3B4/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/5B2/8/8/8/8/2K3kB w - - 0 1,w,2,22
8/8/5B2/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/7B/8/8/8/8/2K3kB w - - 0 1,w,2,22
8/8/7B/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/B7/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/2B5/8/8/8/8/8/2K3kB w - - 0 1,w,2,22
8/2B5/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/4B3/8/8/8/8/8/2K3kB w - - 0 1,w,2,22
8/4B3/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/6B1/8/8/8/8/8/2K3kB w - - 0 1,w,2,24
8/6B1/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
1B6/8/8/8/8/8/8/2K3kB w - - 0 1,w,2,22
1B6/8/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
3B4/8/8/8/8/8/8/2K3kB w - - 0 1,w,2,22
3B4/8/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
5B2/8/8/8/8/8/8/2K3kB w - - 0 1,w,2,24
5B2/8/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
7B/8/8/8/8/8/8/2K3kB w - - 0 1,w,2,24
7B/8/8/8/8/8/8/2K3kB b - - 0 1,b,0,0
8/8/8/8/8/8/BB6/2K3k1 w - - 0 1,w,2,24
8/8/8/8/8/8/BB6/2K3k1 b - - 0 1,b,-2,-27
8/8/8/8/8/8/B2B4/2K3k1 w - - 0 1,w,2,20
8/8/8/8/8/8/B2B4/2K3k1 b - - 0 1,b,-2,-23
8/8/8/8/8/8/B4B2/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/8/B6B/2K3k1 b - - 0 1,b,0,0
8/8/8/8/8/B7/B7/2K3k1 w - - 0 1,w,2,24
8/8/8/8/8/B7/B7/2K3k1 b - - 0 1,b,-2,-29
8/8/8/8/8/2B5/B7/2K3k1 w - - 0 1,w,2,20
8/8/8/8/8/2B5/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/8/8/8/4B3/B7/2K3k1 b - - 0 1,b,-2,-23
8/8/8/8/8/6B1/B7/2K3k1 w - - 0 1,w,2,18
8/8/8/8/8/6B1/B7/2K3k1 b - - 0 1,b,-2,-29
8/8/8/8/1B6/8/B7/2K3k1 w - - 0 1,w,2,20
8/8/8/8/1B6/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/8/8/3B4/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/8/8/5B2/8/B7/2K3k1 w - - 0 1,w,2,20
8/8/8/8/5B2/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/8/8/7B/8/B7/2K3k1 w - - 0 1,w,2,18
8/8/8/8/7B/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/8/B7/8/8/B7/2K3k1 w - - 0 1,w,2,20
8/8/8/B7/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/8/2B5/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/8/4B3/8/8/B7/2K3k1 w - - 0 1,w,2,20
8/8/8/4B3/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/8/6B1/8/8/B7/2K3k1 w - - 0 1,w,2,22
8/8/8/6B1/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/1B6/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/8/3B4/8/8/8/B7/2K3k1 w - - 0 1,w,2,20
8/8/3B4/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/5B2/8/8/8/B7/2K3k1 w - - 0 1,w,2,26
8/8/5B2/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/7B/8/8/8/B7/2K3k1 w - - 0 1,w,2,22
8/8/7B/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/B7/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
8/2B5/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,20
8/2B5/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/4B3/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,24
8/4B3/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/6B1/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,24
8/6B1/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-25
1B6/8/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,20
1B6/8/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
3B4/8/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,26
3B4/8/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
5B2/8/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,24
5B2/8/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
7B/8/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,26
7B/8/8/8/8/8/B7/2K3k1 b - - 0 1,b,-2,-27
8/8/8/8/8/8/1BB5/2K3k1 w - - 0 1,w,2,20
8/8/8/8/8/8/1BB5/2K3k1 b - - 0 1,b,-2,-25
