fen,side,wdl,dtz
4B3/8/8/B7/8/4k3/8/K7 w - - 0 1,w,2,34
8/8/7k/5B2/7B/8/8/2K5 w - - 0 1,w,2,22
4B3/8/8/3k2B1/8/8/8/K7 w - - 0 1,w,2,34
8/8/2k5/6B1/2B5/8/8/K7 w - - 0 1,w,2,28
4B3/8/8/8/5B2/8/8/K2k4 w - - 0 1,w,2,22
8/8/B7/2B5/8/8/7k/2K5 w - - 0 1,w,2,18
8/8/8/B7/8/k7/4B3/K7 w - - 0 1,w,2,12
B7/k7/8/8/8/6B1/8/1K6 w - - 0 1,w,2,26
8/8/1k6/5B2/8/8/7B/1K6 w - - 0 1,w,2,28
8/8/1k6/8/4B3/8/8/BK6 w - - 0 1,w,2,28
8/8/5B2/8/8/5Bk1/8/2K5 w - - 0 1,w,2,28
3B4/6k1/8/8/8/8/2B5/K7 w - - 0 1,w,2,26
B7/8/4k3/8/8/6B1/8/K7 w - - 0 1,w,2,30
8/8/8/8/8/8/4Bk1B/1K6 w - - 0 1,w,2,32
8/4B3/8/7k/4B3/8/8/2K5 w - - 0 1,w,2,24
8/1k5B/8/8/8/8/8/1K2B3 w - - 0 1,w,2,30
8/8/2B5/8/1B1k4/8/8/K7 w - - 0 1,w,2,30
2k5/8/8/8/4B3/B7/8/K7 w - - 0 1,w,2,26
8/8/2k3B1/8/8/8/8/1KB5 w - - 0 1,w,2,30
8/8/6B1/B7/6k1/8/8/2K5 w - - 0 1,w,2,22
8/8/1BB5/8/8/8/8/K2k4 w - - 0 1,w,2,18
8/8/8/8/8/8/8/1BK4k w - - 0 1,w,0,0
8/1B6/8/8/6k1/8/5B2/2K5 w - - 0 1,w,2,30
8/B7/7k/3B4/8/8/8/2K5 w - - 0 1,w,2,28
3B4/5k2/8/8/8/8/8/K4B2 w - - 0 1,w,2,28
8/8/2B2B2/8/8/8/8/K3k3 w - - 0 1,w,2,26
8/3k3B/8/2B5/8/8/8/K7 w - - 0 1,w,2,30
8/8/4B3/8/1k6/6B1/8/2K5 w - - 0 1,w,2,26
8/B7/8/8/8/8/B7/k1K5 w - - 0 1,w,0,0
8/8/7B/5k2/8/1B6/8/K7 w - - 0 1,w,2,32
8/8/7B/8/8/1k6/6B1/2K5 w - - 0 1,w,2,20
8/6B1/8/5B2/k7/8/8/2K5 w - - 0 1,w,2,20
8/4B3/8/1k6/4B3/8/8/1K6 w - - 0 1,w,2,26
4B3/8/7B/4k3/8/8/8/1K6 w - - 0 1,w,2,32
8/8/7k/8/8/8/1B6/1BK5 w - - 0 1,w,2,24
8/8/2B5/B7/8/3k4/8/2K5 w - - 0 1,w,2,22
8/8/8/8/k7/5BB1/8/K7 w - - 0 1,w,2,22
B7/8/8/8/8/2B5/7k/2K5 w - - 0 1,w,2,18
8/1B6/8/4B3/2k5/8/8/2K5 w - - 0 1,w,2,28
8/8/5k2/8/8/3B2B1/8/1K6 w - - 0 1,w,2,28
8/8/7k/8/8/1B6/8/K3B3 w - - 0 1,w,2,30
8/5B2/8/B7/6k1/8/8/K7 w - - 0 1,w,2,32
8/8/8/7B/8/8/3B4/1K4k1 w - - 0 1,w,2,20
8/8/7B/7B/8/6k1/8/1K6 w - - 0 1,w,2,20
8/8/7k/1B2B3/8/8/8/2K5 w - - 0 1,w,2,26
8/1B6/8/6B1/8/1k6/8/2K5 w - - 0 1,w,2,20
8/8/8/7k/7B/3B4/8/2K5 w - - 0 1,w,2,26
8/k7/8/8/8/8/6B1/K7 w - - 0 1,w,0,0
8/B7/4B3/8/5k2/8/8/K7 w - - 0 1,w,2,32
8/8/8/8/8/1B4B1/8/2K4k w - - 0 1,w,2,16
8/8/8/8/8/3k2B1/B7/K7 w - - 0 1,w,2,32
8/5k2/5B2/8/B7/8/8/K7 w - - 0 1,w,2,32
8/6B1/8/1B6/8/8/8/1K2k3 w - - 0 1,w,2,18
8/8/8/8/8/3k1B2/3B4/K7 w - - 0 1,w,2,30
2B5/8/3k4/8/8/2B5/8/K7 w - - 0 1,w,2,32
8/BB6/8/8/8/8/8/K1k5 w - - 0 1,w,2,20
8/8/8/7B/7k/8/8/2K5 w - - 0 1,w,0,0
6B1/8/8/5k2/8/2B5/8/2K5 w - - 0 1,w,2,26
8/k7/8/8/8/6B1/6B1/K7 w - - 0 1,w,2,24
6k1/8/B4B2/8/8/8/8/K7 w - - 0 1,w,2,24
8/1k1B4/8/8/5B2/8/8/1K6 w - - 0 1,w,2,22
5k2/8/8/8/3B4/8/B7/1K6 w - - 0 1,w,2,22
8/8/5B2/8/5k2/3B4/8/K7 w - - 0 1,w,2,28
1B6/1k6/4B3/8/8/8/8/2K5 w - - 0 1,w,2,28
5BB1/8/8/8/8/8/5k2/1K6 w - - 0 1,w,2,28
8/8/7B/k2B4/8/8/8/K7 w - - 0 1,w,2,26
8/8/8/3k3B/5B2/8/8/1K6 w - - 0 1,w,2,32
3B2B1/8/8/8/8/8/5k2/1K6 w - - 0 1,w,2,30
8/8/8/3k4/7B/8/8/2KB4 w - - 0 1,w,2,30
3k4/B7/8/8/8/8/4B3/1K6 w - - 0 1,w,2,30
4B3/8/8/8/8/2Bk4/8/2K5 w - - 0 1,w,2,32
8/8/8/2B2k2/8/8/8/2K4B w - - 0 1,w,2,30
5BB1/8/8/8/8/3k4/8/1K6 w - - 0 1,w,2,30
8/8/8/8/2B5/7k/8/1K6 w - - 0 1,w,0,0
8/8/8/8/2k5/8/1B6/KB6 w - - 0 1,w,2,32
4k3/8/8/8/7B/8/8/K7 w - - 0 1,w,0,0
4B3/6B1/8/2k5/8/8/8/2K5 w - - 0 1,w,2,30
2k5/8/8/4B3/8/1B6/8/1K6 w - - 0 1,w,2,26
8/5B2/8/8/4k2B/8/8/K7 w - - 0 1,w,2,32
8/8/8/2k3B1/8/3B4/8/1K6 w - - 0 1,w,2,30
8/2B5/8/8/B7/7k/8/K7 w - - 0 1,w,2,26
3k4/1B6/8/8/8/8/1B6/1K6 w - - 0 1,w,2,28
8/8/8/8/1B6/1B4k1/8/2K5 w - - 0 1,w,2,26
8/2B5/8/8/8/8/8/1K1k3B w - - 0 1,w,2,24
6k1/8/8/8/3BB3/8/8/K7 w - - 0 1,w,2,26
6B1/8/8/8/8/5k2/8/K7 w - - 0 1,w,0,0
8/8/8/8/8/4BB2/8/K3k3 w - - 0 1,w,2,20
8/8/8/8/8/3B4/5Bk1/2K5 w - - 0 1,w,2,22
8/8/8/6k1/1B6/8/2B5/2K5 w - - 0 1,w,2,26
8/8/8/8/B7/8/3B2k1/K7 w - - 0 1,w,2,26
1B6/8/8/8/8/3B4/8/2K4k w - - 0 1,w,2,18
8/8/2k5/8/8/8/3BB3/1K6 w - - 0 1,w,2,30
8/8/3k3B/8/8/8/2B5/K7 w - - 0 1,w,2,30
8/6B1/8/3B4/6k1/8/8/2K5 w - - 0 1,w,2,28
8/7k/B4B2/8/8/8/8/1K6 w - - 0 1,w,2,24
8/2B3k1/8/3B4/8/8/8/1K6 w - - 0 1,w,2,26
2k5/8/8/8/5B2/8/8/K4B2 w - - 0 1,w,2,24
8/5k2/8/4B3/6B1/8/8/1K6 w - - 0 1,w,2,26
2B5/4k3/8/8/8/8/8/K1B5 w - - 0 1,w,2,30
8/8/7k/8/8/8/7B/K2B4 w - - 0 1,w,2,30
8/8/8/8/8/8/B7/1KB1k3 w - - 0 1,w,2,24
8/8/8/8/7k/8/8/K4BB1 w - - 0 1,w,2,30
2k5/4B3/8/8/8/8/8/1K5B w - - 0 1,w,2,26
8/8/k2B4/8/8/8/8/1K6 w - - 0 1,w,0,0
8/8/8/8/8/6B1/8/K2B2k1 w - - 0 1,w,2,22
1B6/8/8/8/8/1k6/8/KB6 w - - 0 1,w,2,28
1B6/8/8/8/8/8/B7/2K3k1 w - - 0 1,w,2,20
8/1B6/3k3B/8/8/8/8/K7 w - - 0 1,w,2,32
8/2B5/8/8/3k4/1B6/8/1K6 w - - 0 1,w,2,28
8/8/8/8/3k4/7B/8/1K6 w - - 0 1,w,0,0
8/8/8/8/7B/4k3/B7/2K5 w - - 0 1,w,2,30
8/8/3k4/B7/8/8/6B1/K7 w - - 0 1,w,2,32
8/8/4Bk2/8/8/B7/8/2K5 w - - 0 1,w,2,30
8/8/8/8/7B/3k3B/8/1K6 w - - 0 1,w,2,30
7k/1BB5/8/8/8/8/8/K7 w - - 0 1,w,2,28
8/B7/8/8/8/8/2B5/2K2k2 w - - 0 1,w,2,20
8/7B/8/8/8/4B3/6k1/1K6 w - - 0 1,w,2,22
8/8/8/8/1k4B1/8/1B6/K7 w - - 0 1,w,2,32
6B1/B7/8/8/8/8/8/K3k3 w - - 0 1,w,2,18
8/8/4B3/8/8/k7/8/2K3B1 w - - 0 1,w,2,20
5B2/8/8/8/3k4/8/8/K4B2 w - - 0 1,w,2,32
8/8/8/8/8/5kB1/2B5/2K5 w - - 0 1,w,2,26
8/k7/8/8/8/8/4B2B/K7 w - - 0 1,w,2,24
8/B7/3k4/8/8/1B6/8/2K5 w - - 0 1,w,2,28
1Bk1B3/8/8/8/8/8/8/K7 w - - 0 1,w,2,24
8/2B5/8/3B4/8/8/3k4/1K6 w - - 0 1,w,2,26
8/8/3BB3/8/4k3/8/8/2K5 w - - 0 1,w,2,28
8/7k/7B/8/8/1B6/8/K7 w - - 0 1,w,2,32
8/8/2B5/8/1B6/8/8/2K3k1 w - - 0 1,w,2,18
8/8/k7/2B5/8/8/2B5/1K6 w - - 0 1,w,2,22
8/8/2k4B/8/8/8/8/1K6 w - - 0 1,w,0,0
8/8/6B1/8/8/8/3Bk3/1K6 w - - 0 1,w,2,22
8/4k3/8/8/8/8/1B6/1K3B2 w - - 0 1,w,2,30
B4B2/8/8/8/8/1k6/8/K7 w - - 0 1,w,2,28
8/2k5/8/8/B7/8/8/2K1B3 w - - 0 1,w,2,26
6B1/1k6/8/8/8/8/8/B1K5 w - - 0 1,w,2,30
8/8/8/4B3/8/k7/2B5/1K6 w - - 0 1,w,2,1
8/8/2B1k3/8/8/8/1B6/2K5 w - - 0 1,w,2,32
8/8/1B6/8/1k6/8/8/KB6 w - - 0 1,w,2,20
8/8/8/8/B6B/8/8/2K3k1 w - - 0 1,w,2,18
8/2B5/8/8/8/7B/8/1K1k4 w - - 0 1,w,2,26
6B1/2B5/8/8/8/8/6k1/1K6 w - - 0 1,w,2,26
8/k7/8/8/5B2/8/B7/2K5 w - - 0 1,w,2,28
5B2/8/8/8/8/5B2/5k2/1K6 w - - 0 1,w,2,30
BB6/8/8/8/8/1k6/8/1K6 w - - 0 1,w,2,26
8/5B2/2k5/8/8/8/5B2/K7 w - - 0 1,w,2,30
8/BB6/8/8/8/6k1/8/1K6 w - - 0 1,w,2,24
8/6B1/2B5/8/6k1/8/8/1K6 w - - 0 1,w,2,30
8/8/8/k7/8/8/5B2/K2B4 w - - 0 1,w,2,18
8/8/4k3/1B6/8/8/8/1K2B3 w - - 0 1,w,2,32
8/8/8/8/8/2B3k1/8/K6B w - - 0 1,w,2,28
8/8/8/B7/8/4k3/8/K7 w - - 0 1,w,0,0
4kB2/1B6/8/8/8/8/8/K7 w - - 0 1,w,2,32
1k3B2/8/8/8/8/8/8/1K1B4 w - - 0 1,w,2,24
4B2B/8/8/8/5k2/8/8/1K6 w - - 0 1,w,2,30
k7/2B5/8/8/8/3B4/8/1K6 w - - 0 1,w,2,20
8/8/1B6/8/8/1k6/8/KB6 w - - 0 1,w,2,20
8/8/8/8/5B2/3k1B2/8/1K6 w - - 0 1,w,2,28
8/8/4B3/1k6/8/8/8/2K1B3 w - - 0 1,w,2,30
8/8/8/B7/8/5B2/8/K5k1 w - - 0 1,w,2,24
5k2/3B4/8/8/8/2B5/8/1K6 w - - 0 1,w,2,26
8/8/3B4/8/6B1/3k4/8/1K6 w - - 0 1,w,2,30
8/8/8/2B5/7k/8/B7/K7 w - - 0 1,w,2,30
8/8/5k2/8/2B5/8/8/1KB5 w - - 0 1,w,2,30
8/6B1/8/8/8/8/k1B5/2K5 w - - 0 1,w,2,6
8/1k6/4B3/8/8/4B3/8/2K5 w - - 0 1,w,2,26
8/8/8/5B2/8/4k3/1B6/1K6 w - - 0 1,w,2,28
3k4/1B6/3B4/8/8/8/8/1K6 w - - 0 1,w,2,20
3B4/8/8/3k4/8/7B/8/2K5 w - - 0 1,w,2,32
8/8/8/8/B7/7k/8/1KB5 w - - 0 1,w,2,22
8/8/5k2/3B4/1B6/8/8/K7 w - - 0 1,w,2,30
8/8/B7/8/8/5k2/1B6/1K6 w - - 0 1,w,2,28
8/7B/8/8/8/6B1/8/K1k5 w - - 0 1,w,2,20
B7/8/3B4/8/8/8/8/K3k3 w - - 0 1,w,2,26
8/6B1/8/8/k7/8/8/K7 w - - 0 1,w,0,0
8/8/8/4k3/8/8/8/KBB5 w - - 0 1,w,2,32
8/4B3/8/5k2/8/5B2/8/K7 w - - 0 1,w,2,34
8/8/8/3B4/8/2k5/5B2/2K5 w - - 0 1,w,2,22
8/8/7B/8/8/6k1/8/1K3B2 w - - 0 1,w,2,24
8/8/5B2/3B4/8/6k1/8/1K6 w - - 0 1,w,2,28
B7/8/8/k7/8/8/5B2/2K5 w - - 0 1,w,2,24
8/8/3Bk3/8/8/8/2B5/2K5 w - - 0 1,w,2,32
8/BB6/8/8/8/8/3k4/K7 w - - 0 1,w,2,20
8/8/8/7k/5B2/3B4/8/K7 w - - 0 1,w,2,22
8/8/8/5k2/8/8/1B6/2K4B w - - 0 1,w,2,30
4Bk2/8/8/8/5B2/8/8/1K6 w - - 0 1,w,2,28
8/8/2B5/2B5/8/8/7k/2K5 w - - 0 1,w,2,18
8/7k/B7/8/8/8/8/K7 w - - 0 1,w,0,0
8/8/8/8/8/8/4BBk1/1K6 w - - 0 1,w,2,18
4B3/8/8/8/1k6/8/7B/1K6 w - - 0 1,w,2,26
BB6/8/6k1/8/8/8/8/1K6 w - - 0 1,w,2,30
8/1k6/4B3/8/5B2/8/8/1K6 w - - 0 1,w,2,24
8/3B4/8/B5k1/8/8/8/2K5 w - - 0 1,w,2,28
8/8/8/8/8/8/8/K1B2B1k w - - 0 1,w,2,18
7B/8/2B5/5k2/8/8/8/K7 w - - 0 1,w,2,30
8/8/8/8/8/B7/2B1k3/K7 w - - 0 1,w,2,28
8/6k1/8/8/2B5/8/8/1K4B1 w - - 0 1,w,2,28
1k6/8/8/8/7B/8/8/K2B4 w - - 0 1,w,2,26
B7/8/8/7k/7B/8/8/K7 w - - 0 1,w,2,34
8/8/8/8/8/3k4/8/1K1B2B1 w - - 0 1,w,2,26
5B2/8/4B3/8/8/5k2/8/K7 w - - 0 1,w,2,30
8/6k1/8/8/8/8/4B3/K3B3 w - - 0 1,w,2,28
5B1k/8/8/8/8/5B2/8/1K6 w - - 0 1,w,2,20
8/2k5/8/8/8/1B6/3B4/K7 w - - 0 1,w,2,28
8/5B2/7B/5k2/8/8/8/2K5 w - - 0 1,w,2,28
8/3B2B1/3k4/8/8/8/8/K7 w - - 0 1,w,2,32
8/1B6/4k3/8/8/4B3/8/1K6 w - - 0 1,w,2,30
4k3/8/8/8/8/5B2/8/K7 w - - 0 1,w,0,0
8/B1k5/8/8/B7/8/8/1K6 w - - 0 1,w,2,22
8/2BB4/8/8/8/8/8/K6k w - - 0 1,w,2,20
6B1/B7/8/8/k7/8/8/1K6 w - - 0 1,w,2,20
7B/8/7k/8/8/8/4B3/1K6 w - - 0 1,w,2,28
8/8/4B3/2k5/8/8/8/1K2B3 w - - 0 1,w,2,32
8/8/8/8/5B2/5B2/8/2K1k3 w - - 0 1,w,2,18
8/6B1/8/8/6k1/3B4/8/K7 w - - 0 1,w,2,26
8/8/B6k/2B5/8/8/8/2K5 w - - 0 1,w,2,28
8/4k3/8/8/8/3B2B1/8/1K6 w - - 0 1,w,2,28
8/8/8/B5k1/8/8/8/KB6 w - - 0 1,w,2,30
B6k/8/8/2B5/8/8/8/1K6 w - - 0 1,w,2,26
8/8/3k4/8/8/8/5B2/K4B2 w - - 0 1,w,2,32
4B3/8/7B/8/8/8/5k2/K7 w - - 0 1,w,2,24
6k1/8/8/8/8/8/8/1K2BB2 w - - 0 1,w,2,28
8/3B4/5k2/8/8/8/7B/2K5 w - - 0 1,w,2,26
8/8/8/8/B7/8/6kB/K7 w - - 0 1,w,2,32
5k2/8/8/B7/B7/8/8/1K6 w - - 0 1,w,2,26
3B4/8/8/5B2/8/8/5k2/1K6 w - - 0 1,w,2,24
8/8/1k6/7B/8/B7/8/2K5 w - - 0 1,w,2,24
8/8/8/7B/8/8/7B/2K4k w - - 0 1,w,2,20
8/6B1/k7/7B/8/8/8/K7 w - - 0 1,w,2,26
8/2B5/8/3B4/7k/8/8/K7 w - - 0 1,w,2,28
8/8/8/6B1/8/8/2B2k2/2K5 w - - 0 1,w,2,20
8/8/6k1/8/6B1/8/8/B1K5 w - - 0 1,w,2,26
2k5/7B/8/4B3/8/8/8/1K6 w - - 0 1,w,2,26
8/1k6/8/8/8/8/8/K4B2 w - - 0 1,w,0,0
8/2k5/7B/8/6B1/8/8/2K5 w - - 0 1,w,2,28
8/8/B7/8/5B2/2k5/8/K7 w - - 0 1,w,2,20
8/8/8/6B1/8/1B6/5k2/K7 w - - 0 1,w,2,26
2B5/8/8/8/8/8/7B/2K4k w - - 0 1,w,2,22
3B2B1/8/8/8/3k4/8/8/2K5 w - - 0 1,w,2,30
8/8/6B1/6k1/8/8/1B6/1K6 w - - 0 1,w,2,28
8/8/8/8/8/B4B2/3k4/1K6 w - - 0 1,w,2,26
8/3B4/8/2B5/8/5k2/8/K7 w - - 0 1,w,2,32
8/k3B3/8/8/8/3B4/8/K7 w - - 0 1,w,2,22
8/8/8/4k3/2B5/4B3/8/K7 w - - 0 1,w,2,32
8/6B1/8/7B/8/8/8/2K4k w - - 0 1,w,2,18
8/4k3/8/B7/8/8/8/K4B2 w - - 0 1,w,2,32
1B6/8/8/1k6/4B3/8/8/2K5 w - - 0 1,w,2,26
8/8/4k3/8/4B3/8/1B6/1K6 w - - 0 1,w,2,30
2B5/2B5/8/8/8/8/8/1K4k1 w - - 0 1,w,2,22
8/8/6B1/8/2k5/8/1B6/2K5 w - - 0 1,w,2,30
8/2B5/8/8/8/8/4B1k1/K7 w - - 0 1,w,2,22
8/8/k7/4B3/8/7B/8/2K5 w - - 0 1,w,2,24
6k1/2B5/B7/8/8/8/8/1K6 w - - 0 1,w,2,26
8/3k4/8/8/8/8/1BB5/1K6 w - - 0 1,w,2,30
8/1k6/8/8/5B2/1B6/8/2K5 w - - 0 1,w,2,26
1k6/8/6B1/8/8/8/8/BK6 w - - 0 1,w,2,28
8/7B/8/8/5k2/8/8/1K6 w - - 0 1,w,0,0
8/B7/3k4/8/8/8/B7/2K5 w - - 0 1,w,2,28
7B/8/8/8/2B5/8/5k2/1K6 w - - 0 1,w,2,28
8/8/8/6B1/8/8/8/2KB3k w - - 0 1,w,2,16
8/8/3B4/3k4/8/8/8/1K3B2 w - - 0 1,w,2,32
3B4/8/4B3/8/3k4/8/8/1K6 w - - 0 1,w,2,32
3Bk3/8/8/8/8/5B2/8/1K6 w - - 0 1,w,2,32
8/7k/8/3B4/3B4/8/8/K7 w - - 0 1,w,2,26
4B3/4B3/8/8/8/8/4k3/1K6 w - - 0 1,w,2,30
7B/5B2/8/8/7k/8/8/1K6 w - - 0 1,w,2,26
8/8/8/8/8/1B4B1/6k1/1K6 w - - 0 1,w,2,30
8/6B1/8/8/2B5/8/6k1/1K6 w - - 0 1,w,2,26
8/8/8/8/8/8/8/1KBk1B2 w - - 0 1,w,2,18
8/8/6k1/8/8/2B5/8/1K1B4 w - - 0 1,w,2,30
8/7k/4B3/6B1/8/8/8/1K6 w - - 0 1,w,2,22
8/8/8/1k6/8/8/5BB1/2K5 w - - 0 1,w,2,22
2B5/8/3B4/8/2k5/8/8/K7 w - - 0 1,w,2,30
7B/8/8/8/6k1/8/8/2K2B2 w - - 0 1,w,2,26
8/1B6/8/6B1/8/8/8/K4k2 w - - 0 1,w,2,26
8/3B4/7B/8/8/8/6k1/2K5 w - - 0 1,w,2,20
8/3k4/8/3B2B1/8/8/8/K7 w - - 0 1,w,2,30
8/4BB2/8/8/8/7k/8/1K6 w - - 0 1,w,2,24
8/4k3/1B6/8/8/8/8/1K6 w - - 0 1,w,0,0
1B4B1/8/8/8/k7/8/8/K7 w - - 0 1,w,2,28
5B2/8/2B5/8/7k/8/8/K7 w - - 0 1,w,2,30
8/8/8/k7/8/8/5B2/1BK5 w - - 0 1,w,2,16
3B4/8/8/8/8/8/8/2K1k2B w - - 0 1,w,2,24
8/8/7B/8/3k4/8/4B3/K7 w - - 0 1,w,2,32
8/8/8/8/2B5/B7/8/1K1k4 w - - 0 1,w,2,18
8/8/8/8/8/8/3B4/2KB1k2 w - - 0 1,w,2,20
8/4B3/4B3/8/8/5k2/8/K7 w - - 0 1,w,2,30
8/8/8/8/2B2B2/2k5/8/2K5 w - - 0 1,w,2,32
8/1B6/8/8/1B6/8/k7/2K5 w - - 0 1,w,2,2
8/8/8/8/k3B2B/8/8/1K6 w - - 0 1,w,2,20
8/8/8/8/7B/8/8/K6k w - - 0 1,w,0,0
6B1/8/8/1k6/8/8/8/K7 w - - 0 1,w,0,0
5B2/5k2/8/8/8/8/8/KB6 w - - 0 1,w,2,32
1k6/8/8/8/8/B7/8/K2B4 w - - 0 1,w,2,24
8/8/8/4BB2/1k6/8/8/2K5 w - - 0 1,w,2,28
8/3B4/8/6B1/8/8/8/2K4k w - - 0 1,w,2,16
8/B1k5/B7/8/8/8/8/1K6 w - - 0 1,w,2,30
8/5B2/8/8/8/8/1B3k2/K7 w - - 0 1,w,2,28
8/8/8/8/1k6/8/8/1K3B2 w - - 0 1,w,0,0
8/8/B7/B7/3k4/8/8/1K6 w - - 0 1,w,2,32
8/2k5/8/8/8/1B6/8/K5B1 w - - 0 1,w,2,30
8/5B2/3B4/k7/8/8/8/K7 w - - 0 1,w,2,24
8/8/8/8/3B1k2/8/B7/1K6 w - - 0 1,w,2,30
2k5/8/8/8/8/8/2B2B2/1K6 w - - 0 1,w,2,24
8/8/7B/5k2/8/8/6B1/K7 w - - 0 1,w,2,32
8/8/8/6B1/4k3/8/8/2K2B2 w - - 0 1,w,2,32
8/8/6k1/8/2B5/4B3/8/K7 w - - 0 1,w,2,32
7B/8/8/2k5/B7/8/8/K7 w - - 0 1,w,2,32
8/B7/3k4/8/8/8/8/1K6 w - - 0 1,w,0,0
8/8/8/8/8/1B6/5k2/K1B5 w - - 0 1,w,2,26
5B2/8/8/8/6B1/8/8/K1k5 w - - 0 1,w,2,18
8/8/8/8/8/kB6/8/1K2B3 w - - 0 1,w,2,12
2B4B/8/8/2k5/8/8/8/2K5 w - - 0 1,w,2,30
8/1B6/8/8/8/8/4k3/1KB5 w - - 0 1,w,2,22
8/7B/5B2/8/8/1k6/8/2K5 w - - 0 1,w,2,20
8/B7/7k/8/2B5/8/8/2K5 w - - 0 1,w,2,28
8/8/8/8/3k1B2/8/8/2K4B w - - 0 1,w,2,26
8/8/8/2k5/8/8/2B5/K3B3 w - - 0 1,w,2,32
8/2k2B2/8/8/8/8/8/K1B5 w - - 0 1,w,2,26
7B/8/8/8/4k3/8/4B3/2K5 w - - 0 1,w,2,30
8/4B3/8/5B2/2k5/8/8/1K6 w - - 0 1,w,2,32
8/8/8/k3B3/8/8/8/K4B2 w - - 0 1,w,2,18
8/8/8/8/5B2/k7/2B5/1K6 w - - 0 1,w,2,1
8/8/8/8/8/B7/4B1k1/1K6 w - - 0 1,w,2,20
8/8/2k5/8/8/4B3/8/K7 w - - 0 1,w,0,0
5B2/8/5k2/8/8/8/2B5/K7 w - - 0 1,w,2,32
8/8/8/4k1B1/8/1B6/8/1K6 w - - 0 1,w,2,32
8/8/k7/8/8/5BB1/8/2K5 w - - 0 1,w,2,24
8/5B2/8/5k2/8/8/8/1K6 w - - 0 1,w,0,0
8/8/8/8/8/5B2/5k2/K7 w - - 0 1,w,0,0
8/8/B6B/8/8/8/8/K2k4 w - - 0 1,w,2,18
8/8/8/2k5/8/8/B7/2K1B3 w - - 0 1,w,2,30
8/8/8/8/8/8/1B6/K4k2 w - - 0 1,w,0,0
8/8/1k3B2/8/8/5B2/8/2K5 w - - 0 1,w,2,28
5B2/8/6B1/3k4/8/8/8/1K6 w - - 0 1,w,2,32
B7/8/8/8/7B/7k/8/2K5 w - - 0 1,w,2,30
8/3B4/8/2k3B1/8/8/8/K7 w - - 0 1,w,2,34
8/8/8/B7/8/1B6/8/K4k2 w - - 0 1,w,2,26
1B6/8/8/6k1/8/8/8/2K5 w - - 0 1,w,0,0
8/1B6/8/8/1k6/8/8/K7 w - - 0 1,w,0,0
6B1/8/8/8/4k3/8/7B/1K6 w - - 0 1,w,2,30
8/6B1/6B1/8/7k/8/8/K7 w - - 0 1,w,2,26
8/8/8/8/8/8/8/2K1k2B w - - 0 1,w,0,0
8/4B2B/8/8/8/8/8/2K1k3 w - - 0 1,w,2,24
8/B7/8/8/6Bk/8/8/1K6 w - - 0 1,w,2,30
6B1/8/8/8/4k3/8/1B6/1K6 w - - 0 1,w,2,28
8/8/8/8/1k5B/8/6B1/1K6 w - - 0 1,w,2,24
8/6k1/8/2B5/4B3/8/8/1K6 w - - 0 1,w,2,30
8/8/2B5/8/8/8/4k3/B1K5 w - - 0 1,w,2,24
1B6/7k/8/3B4/8/8/8/1K6 w - - 0 1,w,2,28
8/8/k2B4/8/8/7B/8/2K5 w - - 0 1,w,2,22
8/8/4B2B/8/8/k7/8/1K6 w - - 0 1,w,2,12
k7/8/B7/2B5/8/8/8/K7 w - - 0 1,w,2,18
8/4B3/8/4k3/8/5B2/8/K7 w - - 0 1,w,2,34
5B2/8/8/8/k7/3B4/8/2K5 w - - 0 1,w,2,18
8/8/2B5/8/8/8/5k2/K1B5 w - - 0 1,w,2,26
8/8/2B5/8/8/8/5B2/K2k4 w - - 0 1,w,2,18
8/8/8/8/8/8/3k4/KB4B1 w - - 0 1,w,2,26
8/8/8/8/k7/2B4B/8/1K6 w - - 0 1,w,2,14
1B6/8/8/1B6/8/k7/8/2K5 w - - 0 1,w,2,14
8/8/6B1/8/8/8/7B/2K2k2 w - - 0 1,w,2,22
5B2/8/2B5/8/3k4/8/8/K7 w - - 0 1,w,2,30
8/8/8/8/8/1B4k1/8/2K3B1 w - - 0 1,w,2,28
8/8/8/8/7B/8/8/KB3k2 w - - 0 1,w,2,26
8/6B1/2k5/8/8/8/4B3/1K6 w - - 0 1,w,2,30
8/8/6k1/4B3/6B1/8/8/1K6 w - - 0 1,w,2,26
8/8/8/8/8/5B2/3B4/k1K5 w - - 0 1,w,2,4
8/8/8/7B/8/B7/8/2K4k w - - 0 1,w,2,18
8/8/8/7B/8/8/6k1/BK6 w - - 0 1,w,2,22
8/8/8/4B3/8/4k3/2B5/K7 w - - 0 1,w,2,28
3B2B1/8/8/8/8/8/8/1K1k4 w - - 0 1,w,2,22
8/k7/8/8/4B3/8/8/BK6 w - - 0 1,w,2,24
7B/7B/k7/8/8/8/8/1K6 w - - 0 1,w,2,30
8/8/8/5B2/8/2k5/8/K7 w - - 0 1,w,0,0
8/8/8/6B1/1k6/8/4B3/K7 w - - 0 1,w,2,18
8/2B5/8/8/B7/3k4/8/2K5 w - - 0 1,w,2,30
8/B7/k7/8/8/8/8/K6B w - - 0 1,w,2,26
8/8/8/5B2/k7/8/3B4/1K6 w - - 0 1,w,2,10
7B/3k4/8/8/8/1B6/8/1K6 w - - 0 1,w,2,30
8/8/8/8/4B3/4k3/1B6/2K5 w - - 0 1,w,2,28
8/8/4B3/8/8/8/3k4/BK6 w - - 0 1,w,2,30
8/1B6/5B2/8/8/8/5k2/1K6 w - - 0 1,w,2,26
