fen,wdl,dtz
8/1K6/8/7k/8/8/8/8 w - - 0 1,0,
8/1K6/8/7k/8/8/8/8 b - - 0 1,0,
8/1K6/3k4/8/8/8/8/8 w - - 0 1,0,
8/1K6/3k4/8/8/8/8/8 b - - 0 1,0,
8/1K6/4k3/8/8/8/8/8 w - - 0 1,0,
8/1K6/4k3/8/8/8/8/8 b - - 0 1,0,
8/1K6/5k2/8/8/8/8/8 w - - 0 1,0,
8/1K6/5k2/8/8/8/8/8 b - - 0 1,0,
8/1K6/6k1/8/8/8/8/8 w - - 0 1,0,
8/1K6/6k1/8/8/8/8/8 b - - 0 1,0,
8/1K6/7k/8/8/8/8/8 w - - 0 1,0,
8/1K6/7k/8/8/8/8/8 b - - 0 1,0,
8/1K1k4/8/8/8/8/8/8 w - - 0 1,0,
8/1K1k4/8/8/8/8/8/8 b - - 0 1,0,
8/1K2k3/8/8/8/8/8/8 w - - 0 1,0,
8/1K2k3/8/8/8/8/8/8 b - - 0 1,0,
8/1K3k2/8/8/8/8/8/8 w - - 0 1,0,
8/1K3k2/8/8/8/8/8/8 b - - 0 1,0,
8/1K4k1/8/8/8/8/8/8 w - - 0 1,0,
8/1K4k1/8/8/8/8/8/8 b - - 0 1,0,
8/1K5k/8/8/8/8/8/8 w - - 0 1,0,
8/1K5k/8/8/8/8/8/8 b - - 0 1,0,
3k4/1K6/8/8/8/8/8/8 w - - 0 1,0,
3k4/1K6/8/8/8/8/8/8 b - - 0 1,0,
4k3/1K6/8/8/8/8/8/8 w - - 0 1,0,
4k3/1K6/8/8/8/8/8/8 b - - 0 1,0,
5k2/1K6/8/8/8/8/8/8 w - - 0 1,0,
5k2/1K6/8/8/8/8/8/8 b - - 0 1,0,
6k1/1K6/8/8/8/8/8/8 w - - 0 1,0,
6k1/1K6/8/8/8/8/8/8 b - - 0 1,0,
7k/1K6/8/8/8/8/8/8 w - - 0 1,0,
7k/1K6/8/8/8/8/8/8 b - - 0 1,0,
8/2K5/8/8/8/8/8/k7 w - - 0 1,0,
8/2K5/8/8/8/8/8/k7 b - - 0 1,0,
8/2K5/8/8/8/8/8/1k6 w - - 0 1,0,
8/2K5/8/8/8/8/8/1k6 b - - 0 1,0,
8/2K5/8/8/8/8/8/2k5 w - - 0 1,0,
8/2K5/8/8/8/8/8/2k5 b - - 0 1,0,
8/2K5/8/8/8/8/8/3k4 w - - 0 1,0,
8/2K5/8/8/8/8/8/3k4 b - - 0 1,0,
8/2K5/8/8/8/8/8/4k3 w - - 0 1,0,
8/2K5/8/8/8/8/8/4k3 b - - 0 1,0,
8/2K5/8/8/8/8/8/5k2 w - - 0 1,0,
8/2K5/8/8/8/8/8/5k2 b - - 0 1,0,
8/2K5/8/8/8/8/8/6k1 w - - 0 1,0,
8/2K5/8/8/8/8/8/6k1 b - - 0 1,0,
8/2K5/8/8/8/8/8/7k w - - 0 1,0,
8/2K5/8/8/8/8/8/7k b - - 0 1,0,
8/2K5/8/8/8/8/k7/8 w - - 0 1,0,
8/2K5/8/8/8/8/k7/8 b - - 0 1,0,
8/2K5/8/8/8/8/1k6/8 w - - 0 1,0,
8/2K5/8/8/8/8/1k6/8 b - - 0 1,0,
8/2K5/8/8/8/8/2k5/8 w - - 0 1,0,
8/2K5/8/8/8/8/2k5/8 b - - 0 1,0,
8/2K5/8/8/8/8/3k4/8 w - - 0 1,0,
8/2K5/8/8/8/8/3k4/8 b - - 0 1,0,
8/2K5/8/8/8/8/4k3/8 w - - 0 1,0,
8/2K5/8/8/8/8/4k3/8 b - - 0 1,0,
8/2K5/8/8/8/8/5k2/8 w - - 0 1,0,
8/2K5/8/8/8/8/5k2/8 b - - 0 1,0,
8/2K5/8/8/8/8/6k1/8 w - - 0 1,0,
8/2K5/8/8/8/8/6k1/8 b - - 0 1,0,
8/2K5/8/8/8/8/7k/8 w - - 0 1,0,
8/2K5/8/8/8/8/7k/8 b - - 0 1,0,
8/2K5/8/8/8/k7/8/8 w - - 0 1,0,
8/2K5/8/8/8/k7/8/8 b - - 0 1,0,
8/2K5/8/8/8/1k6/8/8 w - - 0 1,0,
8/2K5/8/8/8/1k6/8/8 b - - 0 1,0,
8/2K5/8/8/8/2k5/8/8 w - - 0 1,0,
8/2K5/8/8/8/2k5/8/8 b - - 0 1,0,
8/2K5/8/8/8/3k4/8/8 w - - 0 1,0,
8/2K5/8/8/8/3k4/8/8 b - - 0 1,0,
8/2K5/8/8/8/4k3/8/8 w - - 0 1,0,
8/2K5/8/8/8/4k3/8/8 b - - 0 1,0,
8/2K5/8/8/8/5k2/8/8 w - - 0 1,0,
8/2K5/8/8/8/5k2/8/8 b - - 0 1,0,
8/2K5/8/8/8/6k1/8/8 w - - 0 1,0,
8/2K5/8/8/8/6k1/8/8 b - - 0 1,0,
8/2K5/8/8/8/7k/8/8 w - - 0 1,0,
8/2K5/8/8/8/7k/8/8 b - - 0 1,0,
8/2K5/8/8/k7/8/8/8 w - - 0 1,0,
8/2K5/8/8/k7/8/8/8 b - - 0 1,0,
8/2K5/8/8/1k6/8/8/8 w - - 0 1,0,
8/2K5/8/8/1k6/8/8/8 b - - 0 1,0,
8/2K5/8/8/2k5/8/8/8 w - - 0 1,0,
8/2K5/8/8/2k5/8/8/8 b - - 0 1,0,
8/2K5/8/8/3k4/8/8/8 w - - 0 1,0,
8/2K5/8/8/3k4/8/8/8 b - - 0 1,0,
8/2K5/8/8/4k3/8/8/8 w - - 0 1,0,
8/2K5/8/8/4k3/8/8/8 b - - 0 1,0,
8/2K5/8/8/5k2/8/8/8 w - - 0 1,0,
8/2K5/8/8/5k2/8/8/8 b - - 0 1,0,
8/2K5/8/8/6k1/8/8/8 w - - 0 1,0,
8/2K5/8/8/6k1/8/8/8 b - - 0 1,0,
8/2K5/8/8/7k/8/8/8 w - - 0 1,0,
8/2K5/8/8/7k/8/8/8 b - - 0 1,0,
8/2K5/8/k7/8/8/8/8 w - - 0 1,0,
8/2K5/8/k7/8/8/8/8 b - - 0 1,0,
8/2K5/8/1k6/8/8/8/8 w - - 0 1,0,
8/2K5/8/1k6/8/8/8/8 b - - 0 1,0,
8/2K5/8/2k5/8/8/8/8 w - - 0 1,0,
8/2K5/8/2k5/8/8/8/8 b - - 0 1,0,
8/2K5/8/3k4/8/8/8/8 w - - 0 1,0,
8/2K5/8/3k4/8/8/8/8 b - - 0 1,0,
8/2K5/8/4k3/8/8/8/8 w - - 0 1,0,
8/2K5/8/4k3/8/8/8/8 b - - 0 1,0,
8/2K5/8/5k2/8/8/8/8 w - - 0 1,0,
8/2K5/8/5k2/8/8/8/8 b - - 0 1,0,
8/2K5/8/6k1/8/8/8/8 w - - 0 1,0,
8/2K5/8/6k1/8/8/8/8 b - - 0 1,0,
8/2K5/8/7k/8/8/8/8 w - - 0 1,0,
8/2K5/8/7k/8/8/8/8 b - - 0 1,0,
8/2K5/k7/8/8/8/8/8 w - - 0 1,0,
8/2K5/k7/8/8/8/8/8 b - - 0 1,0,
8/2K5/4k3/8/8/8/8/8 w - - 0 1,0,
8/2K5/4k3/8/8/8/8/8 b - - 0 1,0,
8/2K5/5k2/8/8/8/8/8 w - - 0 1,0,
8/2K5/5k2/8/8/8/8/8 b - - 0 1,0,
8/2K5/6k1/8/8/8/8/8 w - - 0 1,0,
8/2K5/6k1/8/8/8/8/8 b - - 0 1,0,
8/2K5/7k/8/8/8/8/8 w - - 0 1,0,
8/2K5/7k/8/8/8/8/8 b - - 0 1,0,
8/k1K5/8/8/8/8/8/8 w - - 0 1,0,
8/k1K5/8/8/8/8/8/8 b - - 0 1,0,
8/2K1k3/8/8/8/8/8/8 w - - 0 1,0,
8/2K1k3/8/8/8/8/8/8 b - - 0 1,0,
8/2K2k2/8/8/8/8/8/8 w - - 0 1,0,
8/2K2k2/8/8/8/8/8/8 b - - 0 1,0,
8/2K3k1/8/8/8/8/8/8 w - - 0 1,0,
8/2K3k1/8/8/8/8/8/8 b - - 0 1,0,
8/2K4k/8/8/8/8/8/8 w - - 0 1,0,
8/2K4k/8/8/8/8/8/8 b - - 0 1,0,
k7/2K5/8/8/8/8/8/8 w - - 0 1,0,
k7/2K5/8/8/8/8/8/8 b - - 0 1,0,
4k3/2K5/8/8/8/8/8/8 w - - 0 1,0,
4k3/2K5/8/8/8/8/8/8 b - - 0 1,0,
5k2/2K5/8/8/8/8/8/8 w - - 0 1,0,
5k2/2K5/8/8/8/8/8/8 b - - 0 1,0,
6k1/2K5/8/8/8/8/8/8 w - - 0 1,0,
6k1/2K5/8/8/8/8/8/8 b - - 0 1,0,
7k/2K5/8/8/8/8/8/8 w - - 0 1,0,
7k/2K5/8/8/8/8/8/8 b - - 0 1,0,
8/3K4/8/8/8/8/8/k7 w - - 0 1,0,
8/3K4/8/8/8/8/8/k7 b - - 0 1,0,
8/3K4/8/8/8/8/8/1k6 w - - 0 1,0,
8/3K4/8/8/8/8/8/1k6 b - - 0 1,0,
8/3K4/8/8/8/8/8/2k5 w - - 0 1,0,
8/3K4/8/8/8/8/8/2k5 b - - 0 1,0,
8/3K4/8/8/8/8/8/3k4 w - - 0 1,0,
8/3K4/8/8/8/8/8/3k4 b - - 0 1,0,
8/3K4/8/8/8/8/8/4k3 w - - 0 1,0,
8/3K4/8/8/8/8/8/4k3 b - - 0 1,0,
8/3K4/8/8/8/8/8/5k2 w - - 0 1,0,
8/3K4/8/8/8/8/8/5k2 b - - 0 1,0,
8/3K4/8/8/8/8/8/6k1 w - - 0 1,0,
8/3K4/8/8/8/8/8/6k1 b - - 0 1,0,
8/3K4/8/8/8/8/8/7k w - - 0 1,0,
8/3K4/8/8/8/8/8/7k b - - 0 1,0,
8/3K4/8/8/8/8/k7/8 w - - 0 1,0,
8/3K4/8/8/8/8/k7/8 b - - 0 1,0,
8/3K4/8/8/8/8/1k6/8 w - - 0 1,0,
8/3K4/8/8/8/8/1k6/8 b - - 0 1,0,
8/3K4/8/8/8/8/2k5/8 w - - 0 1,0,
8/3K4/8/8/8/8/2k5/8 b - - 0 1,0,
8/3K4/8/8/8/8/3k4/8 w - - 0 1,0,
8/3K4/8/8/8/8/3k4/8 b - - 0 1,0,
8/3K4/8/8/8/8/4k3/8 w - - 0 1,0,
8/3K4/8/8/8/8/4k3/8 b - - 0 1,0,
8/3K4/8/8/8/8/5k2/8 w - - 0 1,0,
8/3K4/8/8/8/8/5k2/8 b - - 0 1,0,
8/3K4/8/8/8/8/6k1/8 w - - 0 1,0,
8/3K4/8/8/8/8/6k1/8 b - - 0 1,0,
8/3K4/8/8/8/8/7k/8 w - - 0 1,0,
8/3K4/8/8/8/8/7k/8 b - - 0 1,0,
8/3K4/8/8/8/k7/8/8 w - - 0 1,0,
8/3K4/8/8/8/k7/8/8 b - - 0 1,0,
8/3K4/8/8/8/1k6/8/8 w - - 0 1,0,
8/3K4/8/8/8/1k6/8/8 b - - 0 1,0,
8/3K4/8/8/8/2k5/8/8 w - - 0 1,0,
8/3K4/8/8/8/2k5/8/8 b - - 0 1,0,
8/3K4/8/8/8/3k4/8/8 w - - 0 1,0,
8/3K4/8/8/8/3k4/8/8 b - - 0 1,0,
8/3K4/8/8/8/4k3/8/8 w - - 0 1,0,
8/3K4/8/8/8/4k3/8/8 b - - 0 1,0,
8/3K4/8/8/8/5k2/8/8 w - - 0 1,0,
8/3K4/8/8/8/5k2/8/8 b - - 0 1,0,
8/3K4/8/8/8/6k1/8/8 w - - 0 1,0,
8/3K4/8/8/8/6k1/8/8 b - - 0 1,0,
8/3K4/8/8/8/7k/8/8 w - - 0 1,0,
8/3K4/8/8/8/7k/8/8 b - - 0 1,0,
8/3K4/8/8/k7/8/8/8 w - - 0 1,0,
8/3K4/8/8/k7/8/8/8 b - - 0 1,0,
8/3K4/8/8/1k6/8/8/8 w - - 0 1,0,
8/3K4/8/8/1k6/8/8/8 b - - 0 1,0,
8/3K4/8/8/2k5/8/8/8 w - - 0 1,0,
8/3K4/8/8/2k5/8/8/8 b - - 0 1,0,
8/3K4/8/8/3k4/8/8/8 w - - 0 1,0,
8/3K4/8/8/3k4/8/8/8 b - - 0 1,0,
8/3K4/8/8/4k3/8/8/8 w - - 0 1,0,
8/3K4/8/8/4k3/8/8/8 b - - 0 1,0,
8/3K4/8/8/5k2/8/8/8 w - - 0 1,0,
8/3K4/8/8/5k2/8/8/8 b - - 0 1,0,
8/3K4/8/8/6k1/8/8/8 w - - 0 1,0,
8/3K4/8/8/6k1/8/8/8 b - - 0 1,0,
8/3K4/8/8/7k/8/8/8 w - - 0 1,0,
8/3K4/8/8/7k/8/8/8 b - - 0 1,0,
8/3K4/8/k7/8/8/8/8 w - - 0 1,0,
8/3K4/8/k7/8/8/8/8 b - - 0 1,0,
8/3K4/8/1k6/8/8/8/8 w - - 0 1,0,
8/3K4/8/1k6/8/8/8/8 b - - 0 1,0,
8/3K4/8/2k5/8/8/8/8 w - - 0 1,0,
8/3K4/8/2k5/8/8/8/8 b - - 0 1,0,
8/3K4/8/3k4/8/8/8/8 w - - 0 1,0,
8/3K4/8/3k4/8/8/8/8 b - - 0 1,0,
8/3K4/8/4k3/8/8/8/8 w - - 0 1,0,
8/3K4/8/4k3/8/8/8/8 b - - 0 1,0,
8/3K4/8/5k2/8/8/8/8 w - - 0 1,0,
8/3K4/8/5k2/8/8/8/8 b - - 0 1,0,
8/3K4/8/6k1/8/8/8/8 w - - 0 1,0,
8/3K4/8/6k1/8/8/8/8 b - - 0 1,0,
8/3K4/8/7k/8/8/8/8 w - - 0 1,0,
8/3K4/8/7k/8/8/8/8 b - - 0 1,0,
8/3K4/k7/8/8/8/8/8 w - - 0 1,0,
8/3K4/k7/8/8/8/8/8 b - - 0 1,0,
8/3K4/1k6/8/8/8/8/8 w - - 0 1,0,
8/3K4/1k6/8/8/8/8/8 b - - 0 1,0,
8/3K4/5k2/8/8/8/8/8 w - - 0 1,0,
8/3K4/5k2/8/8/8/8/8 b - - 0 1,0,
8/3K4/6k1/8/8/8/8/8 w - - 0 1,0,
8/3K4/6k1/8/8/8/8/8 b - - 0 1,0,
8/3K4/7k/8/8/8/8/8 w - - 0 1,0,
8/3K4/7k/8/8/8/8/8 b - - 0 1,0,
8/k2K4/8/8/8/8/8/8 w - - 0 1,0,
8/k2K4/8/8/8/8/8/8 b - - 0 1,0,
8/1k1K4/8/8/8/8/8/8 w - - 0 1,0,
8/1k1K4/8/8/8/8/8/8 b - - 0 1,0,
8/3K1k2/8/8/8/8/8/8 w - - 0 1,0,
8/3K1k2/8/8/8/8/8/8 b - - 0 1,0,
8/3K2k1/8/8/8/8/8/8 w - - 0 1,0,
8/3K2k1/8/8/8/8/8/8 b - - 0 1,0,
8/3K3k/8/8/8/8/8/8 w - - 0 1,0,
8/3K3k/8/8/8/8/8/8 b - - 0 1,0,
k7/3K4/8/8/8/8/8/8 w - - 0 1,0,
k7/3K4/8/8/8/8/8/8 b - - 0 1,0,
1k6/3K4/8/8/8/8/8/8 w - - 0 1,0,
1k6/3K4/8/8/8/8/8/8 b - - 0 1,0,
5k2/3K4/8/8/8/8/8/8 w - - 0 1,0,
5k2/3K4/8/8/8/8/8/8 b - - 0 1,0,
6k1/3K4/8/8/8/8/8/8 w - - 0 1,0,
6k1/3K4/8/8/8/8/8/8 b - - 0 1,0,
7k/3K4/8/8/8/8/8/8 w - - 0 1,0,
7k/3K4/8/8/8/8/8/8 b - - 0 1,0,
8/4K3/8/8/8/8/8/k7 w - - 0 1,0,
8/4K3/8/8/8/8/8/k7 b - - 0 1,0,
8/4K3/8/8/8/8/8/1k6 w - - 0 1,0,
8/4K3/8/8/8/8/8/1k6 b - - 0 1,0,
8/4K3/8/8/8/8/8/2k5 w - - 0 1,0,
8/4K3/8/8/8/8/8/2k5 b - - 0 1,0,
8/4K3/8/8/8/8/8/3k4 w - - 0 1,0,
8/4K3/8/8/8/8/8/3k4 b - - 0 1,0,
8/4K3/8/8/8/8/8/4k3 w - - 0 1,0,
8/4K3/8/8/8/8/8/4k3 b - - 0 1,0,
8/4K3/8/8/8/8/8/5k2 w - - 0 1,0,
8/4K3/8/8/8/8/8/5k2 b - - 0 1,0,
8/4K3/8/8/8/8/8/6k1 w - - 0 1,0,
8/4K3/8/8/8/8/8/6k1 b - - 0 1,0,
8/4K3/8/8/8/8/8/7k w - - 0 1,0,
8/4K3/8/8/8/8/8/7k b - - 0 1,0,
8/4K3/8/8/8/8/k7/8 w - - 0 1,0,
8/4K3/8/8/8/8/k7/8 b - - 0 1,0,
8/4K3/8/8/8/8/1k6/8 w - - 0 1,0,
8/4K3/8/8/8/8/1k6/8 b - - 0 1,0,
8/4K3/8/8/8/8/2k5/8 w - - 0 1,0,
8/4K3/8/8/8/8/2k5/8 b - - 0 1,0,
8/4K3/8/8/8/8/3k4/8 w - - 0 1,0,
8/4K3/8/8/8/8/3k4/8 b - - 0 1,0,
8/4K3/8/8/8/8/4k3/8 w - - 0 1,0,
8/4K3/8/8/8/8/4k3/8 b - - 0 1,0,
8/4K3/8/8/8/8/5k2/8 w - - 0 1,0,
8/4K3/8/8/8/8/5k2/8 b - - 0 1,0,
8/4K3/8/8/8/8/6k1/8 w - - 0 1,0,
8/4K3/8/8/8/8/6k1/8 b - - 0 1,0,
8/4K3/8/8/8/8/7k/8 w - - 0 1,0,
8/4K3/8/8/8/8/7k/8 b - - 0 1,0,
8/4K3/8/8/8/k7/8/8 w - - 0 1,0,
8/4K3/8/8/8/k7/8/8 b - - 0 1,0,
8/4K3/8/8/8/1k6/8/8 w - - 0 1,0,
8/4K3/8/8/8/1k6/8/8 b - - 0 1,0,
8/4K3/8/8/8/2k5/8/8 w - - 0 1,0,
8/4K3/8/8/8/2k5/8/8 b - - 0 1,0,
8/4K3/8/8/8/3k4/8/8 w - - 0 1,0,
8/4K3/8/8/8/3k4/8/8 b - - 0 1,0,
8/4K3/8/8/8/4k3/8/8 w - - 0 1,0,
8/4K3/8/8/8/4k3/8/8 b - - 0 1,0,
8/4K3/8/8/8/5k2/8/8 w - - 0 1,0,
8/4K3/8/8/8/5k2/8/8 b - - 0 1,0,
8/4K3/8/8/8/6k1/8/8 w - - 0 1,0,
8/4K3/8/8/8/6k1/8/8 b - - 0 1,0,
8/4K3/8/8/8/7k/8/8 w - - 0 1,0,
8/4K3/8/8/8/7k/8/8 b - - 0 1,0,
8/4K3/8/8/k7/8/8/8 w - - 0 1,0,
8/4K3/8/8/k7/8/8/8 b - - 0 1,0,
8/4K3/8/8/1k6/8/8/8 w - - 0 1,0,
8/4K3/8/8/1k6/8/8/8 b - - 0 1,0,
8/4K3/8/8/2k5/8/8/8 w - - 0 1,0,
8/4K3/8/8/2k5/8/8/8 b - - 0 1,0,
8/4K3/8/8/3k4/8/8/8 w - - 0 1,0,
8/4K3/8/8/3k4/8/8/8 b - - 0 1,0,
8/4K3/8/8/4k3/8/8/8 w - - 0 1,0,
8/4K3/8/8/4k3/8/8/8 b - - 0 1,0,
8/4K3/8/8/5k2/8/8/8 w - - 0 1,0,
8/4K3/8/8/5k2/8/8/8 b - - 0 1,0,
8/4K3/8/8/6k1/8/8/8 w - - 0 1,0,
8/4K3/8/8/6k1/8/8/8 b - - 0 1,0,
8/4K3/8/8/7k/8/8/8 w - - 0 1,0,
8/4K3/8/8/7k/8/8/8 b - - 0 1,0,
8/4K3/8/k7/8/8/8/8 w - - 0 1,0,
8/4K3/8/k7/8/8/8/8 b - - 0 1,0,
8/4K3/8/1k6/8/8/8/8 w - - 0 1,0,
8/4K3/8/1k6/8/8/8/8 b - - 0 1,0,
8/4K3/8/2k5/8/8/8/8 w - - 0 1,0,
8/4K3/8/2k5/8/8/8/8 b - - 0 1,0,
8/4K3/8/3k4/8/8/8/8 w - - 0 1,0,
8/4K3/8/3k4/8/8/8/8 b - - 0 1,0,
8/4K3/8/4k3/8/8/8/8 w - - 0 1,0,
8/4K3/8/4k3/8/8/8/8 b - - 0 1,0,
8/4K3/8/5k2/8/8/8/8 w - - 0 1,0,
8/4K3/8/5k2/8/8/8/8 b - - 0 1,0,
8/4K3/8/6k1/8/8/8/8 w - - 0 1,0,
8/4K3/8/6k1/8/8/8/8 b - - 0 1,0,
8/4K3/8/7k/8/8/8/8 w - - 0 1,0,
8/4K3/8/7k/8/8/8/8 b - - 0 1,0,
8/4K3/k7/8/8/8/8/8 w - - 0 1,0,
8/4K3/k7/8/8/8/8/8 b - - 0 1,0,
8/4K3/1k6/8/8/8/8/8 w - - 0 1,0,
8/4K3/1k6/8/8/8/8/8 b - - 0 1,0,
8/4K3/2k5/8/8/8/8/8 w - - 0 1,0,
8/4K3/2k5/8/8/8/8/8 b - - 0 1,0,
8/4K3/6k1/8/8/8/8/8 w - - 0 1,0,
8/4K3/6k1/8/8/8/8/8 b - - 0 1,0,
8/4K3/7k/8/8/8/8/8 w - - 0 1,0,
8/4K3/7k/8/8/8/8/8 b - - 0 1,0,
8/k3K3/8/8/8/8/8/8 w - - 0 1,0,
8/k3K3/8/8/8/8/8/8 b - - 0 1,0,
8/1k2K3/8/8/8/8/8/8 w - - 0 1,0,
8/1k2K3/8/8/8/8/8/8 b - - 0 1,0,
8/2k1K3/8/8/8/8/8/8 w - - 0 1,0,
8/2k1K3/8/8/8/8/8/8 b - - 0 1,0,
8/4K1k1/8/8/8/8/8/8 w - - 0 1,0,
8/4K1k1/8/8/8/8/8/8 b - - 0 1,0,
8/4K2k/8/8/8/8/8/8 w - - 0 1,0,
8/4K2k/8/8/8/8/8/8 b - - 0 1,0,
k7/4K3/8/8/8/8/8/8 w - - 0 1,0,
k7/4K3/8/8/8/8/8/8 b - - 0 1,0,
1k6/4K3/8/8/8/8/8/8 w - - 0 1,0,
1k6/4K3/8/8/8/8/8/8 b - - 0 1,0,
2k5/4K3/8/8/8/8/8/8 w - - 0 1,0,
2k5/4K3/8/8/8/8/8/8 b - - 0 1,0,
6k1/4K3/8/8/8/8/8/8 w - - 0 1,0,
6k1/4K3/8/8/8/8/8/8 b - - 0 1,0,
7k/4K3/8/8/8/8/8/8 w - - 0 1,0,
7k/4K3/8/8/8/8/8/8 b - - 0 1,0,
8/5K2/8/8/8/8/8/k7 w - - 0 1,0,
8/5K2/8/8/8/8/8/k7 b - - 0 1,0,
8/5K2/8/8/8/8/8/1k6 w - - 0 1,0,
8/5K2/8/8/8/8/8/1k6 b - - 0 1,0,
8/5K2/8/8/8/8/8/2k5 w - - 0 1,0,
8/5K2/8/8/8/8/8/2k5 b - - 0 1,0,
8/5K2/8/8/8/8/8/3k4 w - - 0 1,0,
8/5K2/8/8/8/8/8/3k4 b - - 0 1,0,
8/5K2/8/8/8/8/8/4k3 w - - 0 1,0,
8/5K2/8/8/8/8/8/4k3 b - - 0 1,0,
8/5K2/8/8/8/8/8/5k2 w - - 0 1,0,
8/5K2/8/8/8/8/8/5k2 b - - 0 1,0,
8/5K2/8/8/8/8/8/6k1 w - - 0 1,0,
8/5K2/8/8/8/8/8/6k1 b - - 0 1,0,
8/5K2/8/8/8/8/8/7k w - - 0 1,0,
8/5K2/8/8/8/8/8/7k b - - 0 1,0,
8/5K2/8/8/8/8/k7/8 w - - 0 1,0,
8/5K2/8/8/8/8/k7/8 b - - 0 1,0,
8/5K2/8/8/8/8/1k6/8 w - - 0 1,0,
8/5K2/8/8/8/8/1k6/8 b - - 0 1,0,
8/5K2/8/8/8/8/2k5/8 w - - 0 1,0,
8/5K2/8/8/8/8/2k5/8 b - - 0 1,0,
8/5K2/8/8/8/8/3k4/8 w - - 0 1,0,
8/5K2/8/8/8/8/3k4/8 b - - 0 1,0,
8/5K2/8/8/8/8/4k3/8 w - - 0 1,0,
8/5K2/8/8/8/8/4k3/8 b - - 0 1,0,
8/5K2/8/8/8/8/5k2/8 w - - 0 1,0,
8/5K2/8/8/8/8/5k2/8 b - - 0 1,0,
8/5K2/8/8/8/8/6k1/8 w - - 0 1,0,
8/5K2/8/8/8/8/6k1/8 b - - 0 1,0,
8/5K2/8/8/8/8/7k/8 w - - 0 1,0,
8/5K2/8/8/8/8/7k/8 b - - 0 1,0,
8/5K2/8/8/8/k7/8/8 w - - 0 1,0,
8/5K2/8/8/8/k7/8/8 b - - 0 1,0,
8/5K2/8/8/8/1k6/8/8 w - - 0 1,0,
8/5K2/8/8/8/1k6/8/8 b - - 0 1,0,
8/5K2/8/8/8/2k5/8/8 w - - 0 1,0,
8/5K2/8/8/8/2k5/8/8 b - - 0 1,0,
8/5K2/8/8/8/3k4/8/8 w - - 0 1,0,
8/5K2/8/8/8/3k4/8/8 b - - 0 1,0,
8/5K2/8/8/8/4k3/8/8 w - - 0 1,0,
8/5K2/8/8/8/4k3/8/8 b - - 0 1,0,
8/5K2/8/8/8/5k2/8/8 w - - 0 1,0,
8/5K2/8/8/8/5k2/8/8 b - - 0 1,0,
8/5K2/8/8/8/6k1/8/8 w - - 0 1,0,
8/5K2/8/8/8/6k1/8/8 b - - 0 1,0,
8/5K2/8/8/8/7k/8/8 w - - 0 1,0,
8/5K2/8/8/8/7k/8/8 b - - 0 1,0,
8/5K2/8/8/k7/8/8/8 w - - 0 1,0,
8/5K2/8/8/k7/8/8/8 b - - 0 1,0,
8/5K2/8/8/1k6/8/8/8 w - - 0 1,0,
8/5K2/8/8/1k6/8/8/8 b - - 0 1,0,
8/5K2/8/8/2k5/8/8/8 w - - 0 1,0,
8/5K2/8/8/2k5/8/8/8 b - - 0 1,0,
8/5K2/8/8/3k4/8/8/8 w - - 0 1,0,
8/5K2/8/8/3k4/8/8/8 b - - 0 1,0,
8/5K2/8/8/4k3/8/8/8 w - - 0 1,0,
8/5K2/8/8/4k3/8/8/8 b - - 0 1,0,
8/5K2/8/8/5k2/8/8/8 w - - 0 1,0,
8/5K2/8/8/5k2/8/8/8 b - - 0 1,0,
8/5K2/8/8/6k1/8/8/8 w - - 0 1,0,
8/5K2/8/8/6k1/8/8/8 b - - 0 1,0,
8/5K2/8/8/7k/8/8/8 w - - 0 1,0,
8/5K2/8/8/7k/8/8/8 b - - 0 1,0,
8/5K2/8/k7/8/8/8/8 w - - 0 1,0,
8/5K2/8/k7/8/8/8/8 b - - 0 1,0,
8/5K2/8/1k6/8/8/8/8 w - - 0 1,0,
8/5K2/8/1k6/8/8/8/8 b - - 0 1,0,
8/5K2/8/2k5/8/8/8/8 w - - 0 1,0,
8/5K2/8/2k5/8/8/8/8 b - - 0 1,0,
8/5K2/8/3k4/8/8/8/8 w - - 0 1,0,
8/5K2/8/3k4/8/8/8/8 b - - 0 1,0,
8/5K2/8/4k3/8/8/8/8 w - - 0 1,0,
8/5K2/8/4k3/8/8/8/8 b - - 0 1,0,
8/5K2/8/5k2/8/8/8/8 w - - 0 1,0,
8/5K2/8/5k2/8/8/8/8 b - - 0 1,0,
8/5K2/8/6k1/8/8/8/8 w - - 0 1,0,
8/5K2/8/6k1/8/8/8/8 b - - 0 1,0,
8/5K2/8/7k/8/8/8/8 w - - 0 1,0,
8/5K2/8/7k/8/8/8/8 b - - 0 1,0,
8/5K2/k7/8/8/8/8/8 w - - 0 1,0,
8/5K2/k7/8/8/8/8/8 b - - 0 1,0,
8/5K2/1k6/8/8/8/8/8 w - - 0 1,0,
8/5K2/1k6/8/8/8/8/8 b - - 0 1,0,
8/5K2/2k5/8/8/8/8/8 w - - 0 1,0,
8/5K2/2k5/8/8/8/8/8 b - - 0 1,0,
8/5K2/3k4/8/8/8/8/8 w - - 0 1,0,
8/5K2/3k4/8/8/8/8/8 b - - 0 1,0,
8/5K2/7k/8/8/8/8/8 w - - 0 1,0,
8/5K2/7k/8/8/8/8/8 b - - 0 1,0,
8/k4K2/8/8/8/8/8/8 w - - 0 1,0,
8/k4K2/8/8/8/8/8/8 b - - 0 1,0,
8/1k3K2/8/8/8/8/8/8 w - - 0 1,0,
